transaction_id,customer_id,amount,transaction_date,region
TXN-004868,CUST-00072,214.18,2025-05-21,
TXN-000692,CUST-00411,1111.28,2025-02-15,Central
TXN-004747,CUST-00276,396.85,2024-01-18,West
TXN-002373,CUST-00140,164.90,2024-10-31,West
TXN-001171,CUST-00499,299.04,2025-04-01,North
TXN-003386,CUST-00477,112.88,2025-01-20,North
TXN-001696,CUST-00133,84.26,2025-11-24,Central
TXN-000067,CUST-00471,219.97,2025-03-15,Central
TXN-001911,CUST-00426,35.65,2024-11-08,South
TXN-002938,CUST-00171,423.82,2025-03-22,West
TXN-000421,CUST-00178,51.01,2024-05-30,West
TXN-003673,CUST-00093,566.10,2025-05-15,South
TXN-004830,CUST-00004,338.27,2024-12-06,Central
TXN-004625,CUST-00019,,2025-07-14,North
TXN-003112,CUST-00331,20.05,2024-11-22,E
TXN-001229,CUST-00210,114.27,2025-05-01,North
TXN-003268,CUST-00403,607.13,2025-09-07,East 
TXN-004121,CUST-00218,503.17,2024-06-12,South
TXN-004704,CUST-00055,18.11,2024-03-04,West
TXN-003993,CUST-00369,235.61,2024-08-26,West
TXN-002057,CUST-00273,56.65,2024-01-25,North
TXN-004069,CUST-00299,900.90,2024-09-25,West
TXN-002608,CUST-00398,509.89,2025-09-13,Central
TXN-004872,CUST-00007,562.76,2024-06-27,Central
TXN-002660,CUST-00331,1253.53,2024-05-29,East
TXN-003888,CUST-00351,17.20,2024-01-03,Central
TXN-001478,CUST-00310,383.59,2025-03-16,Central
TXN-003749,CUST-00110,705.28,2025-05-01,South
TXN-000383,CUST-00392,675.22,2024-04-15,Central
TXN-003902,CUST-00083,87.12,2025-06-10,Central
TXN-004274, CUST-00195,62.67,2025-08-30,East
TXN-001809,CUST-00490,484.72,2024-03-21,East
TXN-000068,CUST-00184,44.04,2024-02-06,South
TXN-004294,CUST-00378,487.80,2025-01-18,Central
TXN-000621,CUST-00154,42.14,2025-02-21,Central
TXN-000391,CUST-00131,18.13,2025-10-30,EAST
TXN-002331,CUST-00237,229.20,2024-07-06,North
TXN-004699,CUST-00201,439.98,2024-08-19,South
TXN-002530,CUST-00087,312.71,2025-12-11,Central
TXN-003150,CUST-00352,1321.10,2024-09-17,Central
TXN-000499,CUST-00329,478.56,2025-01-15,South
TXN-002292,CUST-00085,84.29,2025-03-14,West
TXN-001754,CUST-00462,111.75,2025-01-17,East
TXN-001984,CUST-00253,235.15,2024-12-06,South
TXN-004986,cust-00126,920.22,2025-01-22,Central
TXN-000624,CUST-00159,305.37,2025-09-27,North
TXN-003962,CUST-00142,73.65,2024-08-16,Central
TXN-000631,CUST-00302,97.10,2024-07-23,South
TXN-000430,cust-00495,57.88,2025-06-13,South
TXN-001868,CUST-00166,50.00,2024-08-12,North
TXN-004935,CUST-00402,966.61,2024-12-07,North
TXN-002205,CUST-00362,536.23,2024-12-01,West
TXN-002589,CUST-00269,79.96,2025-06-14,Central
TXN-003163,CUST-00371,-925.70,2024-12-24,Central
TXN-003525,CUST-00173,939.15,2024-12-01,North 
TXN-000338,CUST-00086,136.94,2025-11-27,west
TXN-001351,CUST-00207,41.54,2025-05-18,West
TXN-000511,CUST-00063,468.09,2025-12-31,North
TXN-003759,CUST-00304,266.49,2024-10-02,North
TXN-003259,CUST-00408,26.14,2024-11-14,SOUTH
TXN-000485,CUST-00476,15.92,2024-07-29,North
TXN-002496,CUST-00420,197.61,2025-07-07,North
TXN-004359,CUST-00252,1022.86,2025-07-20,North
TXN-003011,CUST-00064,74.54,2024-01-03,West
TXN-004582,CUST-00175,59.45,2024-01-05,West
TXN-002712,CUST-00169,1030.20,2025-05-17,North
TXN-004160,CUST-00368,49.35,2025-02-17,West
TXN-000733,CUST-00162,16.78,2025-10-31,West
TXN-001150,CUST-00456,497.66,2025-03-13,North
TXN-000264,CUST-00126,48.66,2024-07-19,Central
TXN-000096,CUST-00234,141.83,2025-09-25,East
TXN-001311,CUST-00162,41.05,2025-10-31,West
TXN-004615,CUST-00116,28.05,2025-06-04,North
TXN-002439,CUST-00003,367.29,2024-01-04,South
TXN-000690,CUST-00390,151.18,2024-09-02,South
TXN-004594,CUST-00119,1076.55,2024-08-11,East
TXN-001271,CUST-00071,1286.33,2024-07-07,East
TXN-003615,CUST-00400,51.75,2024-08-09,West
TXN-004361,CUST-00061,439.09,2024-01-29,North
TXN-001817,CUST-00418,527.69,2024-03-01,North
TXN-000168,CUST-00252,233.88,2025-12-05,North
TXN-002666,CUST-00083,177.44,2025-09-01,Central
TXN-001729,CUST-00444,82.64,2024-03-02,West
TXN-000885,CUST-00306,228.53,2025-06-11,Central
TXN-002794,CUST-00448,38.54,2024-06-19,East
TXN-003654,CUST-00444,32.25,2024-11-24,West
TXN-000698,CUST-00413,39.23,2025-10-28, South
TXN-003518,CUST-00173,110.73,2025-02-13,North
TXN-002472,CUST-00219,61.97,2024-10-01,West
TXN-001137,CUST-00110,99.35,2024-05-30,South
TXN-001940,CUST-00321,181.71,2025-11-20,North
TXN-004658,CUST-00184,808.77,2024-08-22,South
TXN-000002,CUST-00169,72.29,06/11/2025,North
TXN-002360,CUST-00280,1067.00,2025-09-20,West
TXN-002281,CUST-00283,466.31,2024-06-06,West
TXN-003730,CUST-00288,128.18,2024-10-22,North
TXN-004248,CUST-00023,614.97,2024-07-17,East
TXN-001368,CUST-93433,24.27,2025-12-24,Central
TXN-002174,CUST-00493,235.14,2024-01-05,South
TXN-004367,CUST-00306,495.60,2024-09-25,Central
TXN-001003,CUST-00310,66.85,2024-03-27,Central
TXN-002653,CUST-00021,118.93,2025-05-11,East
TXN-004857,CUST-00322,57.05,2025-02-17,Central
TXN-004612,CUST-00083,1371.07,2025-12-17,Central
TXN-004756,CUST-00132,244.68,2024-08-26,East
TXN-002758,CUST-00342,59.28,2025-09-21,East
TXN-001130,CUST-00125,44.20,2025-06-25,South
TXN-004356,cust-00437,89.01,2024-01-22,South
TXN-002952,CUST-00126,1437.68,2025-11-16,Central
TXN-000748,CUST-00383,1294.68,2025-08-22,Central
TXN-002875, CUST-00386,47.39,2024-09-08,West
TXN-004709,CUST-00086,144.66,2024-04-26,West
TXN-003282,CUST-00126,182.40,2024-01-29,Central
TXN-004773,CUST-00245,1229.91,2024-04-04,South
TXN-000570,CUST-00413,316.34,2024-09-23,South
TXN-001828,CUST-00007,294.88,2024-02-03,C
TXN-001444,CUST-00027,16.95,2025-08-18,East
TXN-004791,CUST-00019,124.84,2025-07-28,North
TXN-002974,CUST-00021,41.30,2024-03-10,East
TXN-002232,CUST-00103,109.40,2024-10-13,West
TXN-000967,CUST-00047,204.75,2024-06-09,Central
TXN-003954,CUST-00259,1442.86,2025-05-26,Central
TXN-002417,CUST-00493,1320.32,2025-10-07,South 
TXN-002915,CUST-00422,187.37,2024-06-01,North
TXN-004391,CUST-00151,341.12,2025-12-29,Central
TXN-002704,CUST-00059,32.14,2025-08-28,Central
TXN-002005,cust-00224,22.24,2024-09-01,West
TXN-000193,CUST-00174,109.34,2024-10-29,South
TXN-004106,CUST-00414,1229.40,2024-06-20,North
TXN-004662,CUST-00377,1367.69,2024-09-02,South
TXN-001864, CUST-00031,38.27,2025-03-11,East
TXN-000969,CUST-00456,191.35,2025-05-02,North
TXN-001933,cust-00175,460.97,2024-12-10,West
TXN-000503,CUST-00495,921.49,2025-01-11,South
TXN-002590,CUST-00102,36.55,2025-11-25,East
TXN-003663,CUST-00121,484.86,2025-10-08,West
TXN-003091,CUST-00352,108.94,2025-01-24,Central
TXN-004805,CUST-00452,198.59,2024-12-27,EAST
TXN-003155,CUST-94221,119.52,2025-03-14,East
TXN-000358,CUST-00427,51.91,2025-11-11,East
TXN-002122,CUST-00240,524.88,2025-08-08,South
TXN-003445,CUST-00138,844.91,2024-03-13,north
TXN-003458,CUST-00479,16.89,2025-07-23,Central
TXN-003799,CUST-00214,203.67,2025-08-24,South
TXN-003514,CUST-00083,34.13,2024-01-28,Central
TXN-004224,CUST-00214,57.51,2025-06-12,South
TXN-000497,CUST-00054,83.33,2024-04-25,South
TXN-002077,CUST-00397,487.38,27/03/2025,East
TXN-004856,CUST-00392,29.23,2025-05-07,Central
TXN-003648,CUST-00143,48.13,2025-07-29,North
TXN-002411,CUST-00110,1416.36,2025-04-26,South
TXN-001109,CUST-00099,702.30,2025-03-26,Central
TXN-002392,CUST-00412,93.67,2025-09-28,South
TXN-001402,CUST-00171,217.05,2024-01-19,West
TXN-000721,cust-00427,213.19,2025-11-22,East
TXN-002154,CUST-00481,68.28,2025-08-22,South
TXN-001068,CUST-00305,165.90,2025-04-27,South
TXN-001506,CUST-00044,509.80,2024-10-13,East
TXN-003601,CUST-00247,281.17,2024-06-24,Central
TXN-001902,CUST-00185,327.19,2025-06-22,North
TXN-002400,CUST-00370,67.09,2024-01-13,South
TXN-003428,CUST-00296,39.11,2025-05-09,North
TXN-003413,CUST-00341,340.26,2024-05-23,South
TXN-000037,CUST-00396,83.68,2024-09-03,West
TXN-003930,CUST-00223,25.22,2024-01-19,West
TXN-004837,CUST-00192,97.09,2025-05-21,North
TXN-001675,CUST-00313,70.43,2025-07-31,central
TXN-003312,CUST-00238,237.95,2025-04-23,
TXN-002083,CUST-00331,136.10,2025-05-23,east
TXN-004669,CUST-00299,$232.49,2024-06-06,West
TXN-002441,CUST-00275,105.62,2025-02-07,NORTH
TXN-000996,CUST-00380,340.15,2025-10-14,Central
TXN-000252,CUST-00208,1278.55,2025-12-28,West
TXN-001355,CUST-00063,37.59,2025-08-23,Central
TXN-002174,CUST-00493,235.14,2024-01-05,South
TXN-004039,CUST-00257,33.59,2024-12-08,North
TXN-003808,CUST-00388,41.76,2025-05-23,West
TXN-002188,CUST-00181,406.95,2024-02-08,Central
TXN-004959,CUST-00466,739.98,2024-11-17,East
TXN-001193,CUST-00417,288.23,2024-11-02,Central
TXN-003889,CUST-00415,404.28,2024-04-17,West
TXN-001202,CUST-00324,1399.02,2024-03-08,South
TXN-001677,CUST-00110,45.88,2024-03-16,South
TXN-003598,CUST-00440,36.27,2024-10-24,South
TXN-003541,CUST-00172,396.79,2025-08-05,South
TXN-004097,CUST-00495,102.21,2024-02-08,South
TXN-003530,CUST-00324,111.08,2025-12-17,South
TXN-002569,CUST-00103,61.27,2025-11-03,West
TXN-002748,CUST-00483,44.05,2025-09-15,South
TXN-002603,CUST-00074,85.15,2025-02-23,Central
TXN-003113,CUST-00281,51.07,2024-11-13,Central
TXN-001266,CUST-00219,107.20,2024-10-02,West
TXN-001422,CUST-00350,772.91,2025-04-25,North
TXN-002739,CUST-00036,18.63,2024-04-15,South
TXN-003293,cust-00236,511.59,2025-06-28,Central
TXN-003106,CUST-00318,312.88,2025-11-24,West
TXN-000513,CUST-00045,38.40,2024-08-02,West
TXN-004845,CUST-00455,135.44,2024-09-09,South
TXN-003425,CUST-00143,26.85,2024-11-30,North
TXN-002806,CUST-00380,146.15,2024-04-03,Central
TXN-004309,CUST-00324,27.08,2024-06-03,South
TXN-004070,CUST-00048,54.78,2024-03-22,East
TXN-001020,CUST-00156,85.48,2025-10-06,North
TXN-000713,CUST-00273,21.09,2025-06-07,North
TXN-001063,CUST-00040,219.25,2025-04-21,North 
TXN-000107,CUST-00029,417.33,2025-09-11,South
TXN-004624,CUST-00143,122.76,2025-05-06,North
TXN-004575,CUST-00400,230.52,2025-08-06,West
TXN-001029,CUST-00090,402.49,12/03/2024,Central
TXN-004386,CUST-00077,27.48,2024-07-23,West
TXN-002581,CUST-00085,981.02,2025-12-21,East
TXN-004719,CUST-90861,79.88,2024-02-01,West
TXN-003845,CUST-00154,240.59,2025-05-01,Central
TXN-000161,CUST-94904,47.98,2024-01-28,North
TXN-000712,CUST-00364,232.76,2025-01-25,South
TXN-004258,CUST-114,36.15,2025-05-07,North
TXN-002228,CUST-00486,955.58,2025-06-22,North
TXN-004977,CUST-00080,1263.28,2024-04-08,East
TXN-004056,CUST-00110,183.25,2025-02-06,South
TXN-000259,CUST-00210,60.93,2024-03-18,North
TXN-003079,CUST-00116,186.98,2025-10-17,East
TXN-003623,CUST-00203,413.37,2025-03-09,West
TXN-004004,CUST-00031,510.72,2025-11-01,East
TXN-004059,CUST-00037,28.23,2024-06-16,East
TXN-004188,CUST-00149,89.72,2025-05-06,Central
TXN-001806,CUST-00413,90.61,2025-02-11,South 
TXN-002201,CUST-00439,49.36,2024-12-14,West
TXN-004047,CUST-00272,265.77,2025-07-13,East
TXN-002327,CUST-00415,245.12,2024-06-25,West
TXN-000150,CUST-00083,217.14,2024-06-19,Central
TXN-004906,CUST-00311,82.65,2025-01-25,South
TXN-000751,CUST-00142,528.83,2024-05-05,Central
TXN-000204,CUST-00082,1091.42,2024-03-12,East
TXN-001950,CUST-00002,30.14,,South
TXN-003814,CUST-00192,39.35,2025-10-02,North
TXN-004196,CUST-00066,39.74,2025-09-13,South
TXN-003340,CUST-00116,104.21,2024-04-06,East
TXN-003677,CUST-00481,252.58,2024-03-07,South
TXN-000617,CUST-00162,,2024-12-06,West
TXN-000007,CUST-00076,67.91,2025-07-27,E
TXN-001927,CUST-00080,506.37,2024-06-18,East
TXN-003206,CUST-00388,34.18,2025-05-04,West
TXN-002375,CUST-00273,35.85,2024-08-24,North
TXN-001790,CUST-00265,1042.83,2024-04-01,North
TXN-004447,CUST-00156,47.27,2024-10-30,North
TXN-000312,CUST-00110,116.53,2024-04-09,South
TXN-002246,CUST-00299,62.03,2025-07-19,West
TXN-001323,CUST-00444,456.96,2024-01-11,West
TXN-001496,CUST-00426,1106.99,2025-09-01,South
TXN-000804,CUST-00307,241.48,2025-01-10,Central
TXN-004518,CUST-00359,48.55,2025-01-21,West
TXN-000396,CUST-00145,195.87,2024-11-01,Central
TXN-001544,CUST-00054,128.41,2025-07-14,South
TXN-004190,CUST-00335,28.94,2024-03-23,West
TXN-000102, CUST-00366,438.90,2025-07-13,North
TXN-003775,CUST-00221,393.36,2025-06-18,North
TXN-002343,CUST-00006,52.76,2025-11-17,East
TXN-001588,CUST-00481,128.07,2025-04-04,South
TXN-004640,CUST-00167,64.99,2024-08-06,Central
TXN-003695,CUST-00286,220.81,2024-05-18,West
TXN-001700,CUST-00355,31.05,2025-06-11,West
TXN-000856,CUST-00198,134.60,2024-02-26, North
TXN-000385,CUST-00253,23.39,2024-09-26,South
TXN-003815,CUST-00322,47.74,2025-11-24,Central
TXN-003393,CUST-00061,325.84,2025-03-05,North
TXN-002755,cust-00128,82.34,2025-09-11,South
TXN-004214,CUST-00332,453.83,2024-08-27,North
TXN-000470,CUST-00081,97.64,2024-12-19,North
TXN-004444,CUST-00413,133.19,2024-07-26,South
TXN-000533,CUST-00192,47.65,2024-04-03,North
TXN-002019,CUST-00219,1095.51,2024-05-15,West 
TXN-003605,CUST-00231,131.10,2025-04-30,East
TXN-002804,CUST-00184,1214.25,2025-02-12,South
TXN-003970,CUST-00083,22.26,2025-12-03,C
TXN-000700,CUST-00259,26.04,2024-02-14,Central
TXN-001641,CUST-00116,200.02,2024-08-15,South
TXN-004850,CUST-00284,215.58,2024-01-22,Central
TXN-001433,CUST-00329,-28.32,2024-08-25,South
TXN-002215,CUST-00182,41.61,2024-05-02,North
TXN-004027,CUST-00076,27.25,2024-06-04,East
TXN-004071,CUST-00074,38.01,2024-02-25,Central
TXN-001780,CUST-00353,221.48,2025-01-29,South
TXN-004046,CUST-00143,202.62,2024-01-06,North
TXN-004368,CUST-00126,179.31,2025-05-28,Central
TXN-003692,CUST-00272,467.55,2024-12-13,East
TXN-000025,CUST-00074,465.06,2024-11-01,Central
TXN-004538,CUST-00299,272.51,2024-10-28,West
TXN-001733,CUST-00495,210.85,2024-03-02,South
TXN-003023,CUST-00076,28.28,2025-06-30,East
TXN-004063,CUST-00040,195.80,2024-04-07,North
TXN-001488,CUST-00418,1424.80,2024-09-21,East
TXN-000862,CUST-00156,47.99,2024-06-21,North
TXN-003807,CUST-00226,611.20,2025-05-11,West
TXN-000375,CUST-00469,416.26,2025-02-16,Central
TXN-004762,CUST-00201,44.96,2025-04-14,South
TXN-001573,CUST-00279,91.77,2025-05-24,North
TXN-003192,CUST-00413,242.79,2024-11-22, South
TXN-000098,CUST-00107,327.27,2025-08-24,East
TXN-003372,CUST-00145,40.55,2024-02-21,Central
TXN-000461,CUST-00225,246.41,2024-01-13,central
TXN-001559,CUST-00479,106.56,2025-03-02,Central
TXN-000766,CUST-00110,444.67,2024-01-07,South
TXN-001127,CUST-00214,77.13,2025-12-05,Central
TXN-001428,CUST-00455,85.83,2025-11-16,South
TXN-003746,CUST-00458,18.52,2025-01-23,South
TXN-001983,CUST-00143,35.07,2025-01-22,North
TXN-000961,CUST-00357,112.31,2024-03-07,North
TXN-000706,CUST-00259,792.60,2025-12-23,Central
TXN-004066,CUST-00184,$196.18,2025-10-28,South
TXN-004145,CUST-00500,35.27,2024-07-23,East
TXN-000380,CUST-00202,318.29,2024-01-06,East
TXN-004462,CUST-00299,564.87,2024-01-06,West
TXN-003878,CUST-00011,1323.77,2025-03-08,Central
TXN-002157,CUST-00497,559.69,2024-02-01,NORTH
TXN-001187,CUST-00137,106.61,2024-05-29,West
TXN-004479,CUST-00477,46.70,2024-06-07,North
TXN-003890,CUST-00198,71.82,2025-05-11,North
TXN-000571,CUST-00243,194.53,2025-11-05,West
TXN-003754,CUST-00081,100.97,2024-01-17,North
TXN-002302,CUST-00316,31.42,2025-02-13,North
TXN-003140,CUST-00283,404.96,30/04/2025,West
TXN-001771,CUST-00402,15.44,2024-09-27,North
TXN-002088,CUST-00429,567.49,2025-07-31,North
TXN-000946,CUST-00126,421.65,2025-03-14,Central
TXN-003213,CUST-00395,354.10,2024-10-22,North
TXN-002209,CUST-00387,103.47,2025-03-13,North
TXN-001017,CUST-00324,151.17,2025-03-11,South
TXN-002075,CUST-00136,71.69,2024-09-24,West
TXN-004983,CUST-00066,141.47,2024-03-02,South
TXN-004852,CUST-00495,56.17,2025-11-12,South
TXN-003418,CUST-00051,530.71,2025-09-03,East
TXN-003039,CUST-00281,145.52,2024-02-18,Central
TXN-002477,CUST-00235,695.46,2025-05-14,north
TXN-001686,CUST-00002,933.98,2025-02-24,South
TXN-002981,CUST-00259,105.76,2024-01-18,Central
TXN-002970,CUST-00052,700.30,2024-06-13,E
TXN-004794,CUST-00156,40.50,2025-07-13,North
TXN-000984,CUST-00290,201.11,2024-06-22,West
TXN-003574,CUST-00420,25.11,2024-01-15,West
TXN-004721,CUST-00110,539.47,2025-04-05,South
TXN-003339,CUST-00324,45.24,2025-11-06,South
TXN-003946,CUST-00067,87.18,2025-03-21,East
TXN-002125,CUST-00298,88.05,2025-11-10,North
TXN-000319,CUST-00428,49.14,2024-09-19,West
TXN-000914,CUST-00307,95.77,2024-11-25,Central 
TXN-003421,CUST-00398,85.58,2024-01-03,Central
TXN-002785,CUST-00219,435.24,2025-03-07,West
TXN-002504,CUST-00500,80.30,2024-04-18,East
TXN-003608,CUST-00040,38.31,2024-09-09,North
TXN-002191,CUST-00145,673.09,2025-01-17,Central
TXN-003291,CUST-00226,79.79,2025-04-25,West
TXN-001070,CUST-00424,24.31,2024-06-27,South
TXN-003089,CUST-00226,62.84,2025-05-05,West
TXN-002253,CUST-00453,22.60,2024-03-11,West
TXN-000784,CUST-00491,558.44,2025-06-20,South
TXN-001583,CUST-00154,$82.81,2025-02-25,Central
TXN-001267,CUST-00272,490.99,2024-11-19,East
TXN-003081,CUST-00156,455.41,2024-03-31,North
TXN-004525,CUST-00041,37.62,2024-01-14,South
TXN-002628,CUST-00364,924.09,2025-09-27,South
TXN-001762,CUST-00151,38.66,2025-09-25,North
TXN-002727,CUST-00021,221.17,2024-04-25,East
TXN-003305,CUST-00110,41.17,2024-10-17,South 
TXN-004961,CUST-00143,604.98,2024-11-29,North
TXN-001878,CUST-00259,544.20,2025-12-15,Central
TXN-002314,CUST-00085,80.04,2024-03-15,West
TXN-003771,CUST-00256,201.80,2024-05-16,South
TXN-004412,CUST-00288,79.18,2024-04-13,North
TXN-004077,CUST-00364,45.99,2024-12-17,South
TXN-003368,CUST-00223,90.98,2025-05-11,West
TXN-001886,CUST-00190,871.69,2024-01-12,West
TXN-001994,CUST-00325,39.71,2024-09-16,South
TXN-001295,CUST-00125,47.83,2024-10-21,South
TXN-002184,CUST-00240,702.43,2025-08-18,Central
TXN-004536,CUST-00297,121.54,2025-06-01,East
TXN-001375,CUST-00088,19.25,2024-09-01,North
TXN-004997,CUST-00344,74.53,2024-11-24,East
TXN-003571,CUST-00201,235.44,2024-04-13,South
TXN-004296,CUST-00103,321.11,2024-08-04,West
TXN-002381,CUST-00169,51.06,2024-07-15,North
TXN-004020,CUST-00420,1177.94,2024-05-20,North
TXN-003887,CUST-00226,-103.75,2025-06-13,West
TXN-001053,CUST-00126,226.60,2024-04-18,Central
TXN-004858,CUST-00219,434.41,2025-08-07,West
TXN-003527,CUST-00200,506.54,2025-10-03,North
TXN-002368,CUST-00230,43.16,2024-08-08,East
TXN-004546,CUST-00214,245.62,2025-06-01,West
TXN-002751,CUST-00495,48.21,2024-10-04,South
TXN-001948,CUST-00338,82.52,2024-05-13,East
TXN-004381,CUST-00454,50.85,2024-10-31,C
TXN-003898,CUST-00047,71.10,2025-06-04,Central
TXN-003588,CUST-00211,257.99,2024-11-24,central
TXN-002337,CUST-00313,1080.59,2024-05-23,Central
TXN-002805,CUST-00083,42.25,2024-08-01, Central
TXN-000300,CUST-00114,538.40,2024-10-05,North
TXN-004288,CUST-00481,780.78,2024-06-05,South
TXN-002269,CUST-00322,180.85,2025-02-14,Central
TXN-002197,CUST-00308,588.64,2025-10-20,Central
TXN-000413,CUST-00319,51.25,2024-01-10,East
TXN-000545,CUST-00413,219.70,2025-09-15,South
TXN-003167,CUST-00202,22.41,2025-04-06,East
TXN-003841,CUST-00034,553.71,2025-08-22,South
TXN-000913,CUST-00040,82.46,2024-12-13,North
TXN-002370,CUST-00322,66.50,2024-05-08,Central
TXN-002584,CUST-00086,469.40,2024-04-06, West
TXN-003374,CUST-00152,40.47,2025-06-28,North
TXN-000860,CUST-00276,24.82,2025-04-11,West
TXN-001970,CUST-00229,332.98,2024-06-05,East
TXN-003705,CUST-00208,199.56,2024-08-16,West
TXN-004973,CUST-00191,27.90,03/09/2024,West
TXN-004394,CUST-00399,443.68,2025-01-06,Central
TXN-004393,CUST-00136,31.06,2025-01-30,West
TXN-002841,CUST-00040,361.80,2025-09-02,North
TXN-004053,CUST-00028,117.05,2025-10-22,East
TXN-004186,CUST-00066,132.69,2025-12-24,South
TXN-000805,CUST-00474,18.11,2025-04-25,South
TXN-004285,CUST-00465,1311.91,2025-01-11,West
TXN-000223,CUST-00263,270.78,2025-08-19,North
TXN-001212,CUST-00449,27.90,2024-05-17,East
TXN-002854,CUST-00188 ,192.33,2025-08-16,South
TXN-003375,CUST-00156,-16.35,2024-07-29,North
TXN-003617,CUST-00288,61.69,2024-10-13,North
TXN-004473,CUST-00214,1340.59,2024-04-27,South
TXN-001037,CUST-00310,147.74,2024-09-11,Central
TXN-003782,CUST-00309,45.63,2025-11-03,North
TXN-000326,CUST-00322,713.49,2025-05-15,Central
TXN-004933,CUST-00313,425.08,2025-07-11,Central
TXN-004677,CUST-00156,42.24,2025-12-22,North
TXN-004596,CUST-00043,769.07,2024-03-15,West
TXN-002489,CUST-00490,1374.87,2025-02-24,East
TXN-004755,CUST-00349,1253.92,2024-11-26,East
TXN-004839,CUST-00184,420.77,2024-01-04,South
TXN-002997,CUST-00126,1412.16,2024-12-16,Central
TXN-000981,CUST-00329,250.35,2024-02-06,South
TXN-002277,CUST-00273,1192.69,2025-06-29,North
TXN-000146,CUST-00316,46.23,2025-10-27,North
TXN-001589,CUST-00276,746.35,2025-02-14,WEST
TXN-000626,CUST-00435,76.30,2024-04-22,North
TXN-000620,CUST-00093,211.51,2024-11-01,South
TXN-003748,CUST-00459,151.88,2025-11-30,North
TXN-001460,CUST-00417,789.26,2025-09-07,Central
TXN-004113,CUST-00286,338.10,2024-01-31,West
TXN-000753,CUST-00338,47.24,2024-07-13,East
TXN-001776,CUST-00219,46.60,2024-07-26,West
TXN-000242,CUST-00481,438.75,2025-05-27,S
TXN-004909,CUST-00110,1352.41,2024-10-31,South
TXN-001685,CUST-00065,301.76,2024-10-06,North
TXN-003176,CUST-00186,254.24,2025-02-05,South 
TXN-002405,CUST-00075,37.19,2025-09-12,East
TXN-002280,CUST-00055,108.01,2025-08-31,West
TXN-004563,CUST-00285,503.51,2025-12-02,West
TXN-000803,CUST-406,92.56,2025-03-13,Central
TXN-001795,CUST-00254,258.85,2025-11-24,Central
TXN-001513,CUST-00259,47.33,2024-02-18,Central
TXN-004708,CUST-00296,232.78,2025-03-22,north
TXN-001500,CUST-00147,185.07,2024-02-17,South
TXN-001325,CUST-00427,35.64,2025-03-20,East
TXN-003631,CUST-00473,242.50,2025-12-07,West
TXN-004505,CUST-00054,792.84,2024-12-11,South
TXN-000314,CUST-00077,108.10,2025-06-18,West
TXN-003480,CUST-00254,86.20,2024-05-26,central
TXN-000962,CUST-00346,261.84,2024-03-31,West
TXN-003937,CUST-00233,103.19,2024-10-07,South
TXN-003110,CUST-00040,458.92,2024-02-02,North
TXN-002429,CUST-00383,245.09,2024-05-28,Central
TXN-002849,CUST-00315,36.40,2024-04-24,South
TXN-000507,CUST-00215,531.03,2024-01-09,South
TXN-003222,CUST-00190,501.81,2025-08-07,West
TXN-003417,CUST-00239,1173.86,2024-08-28,North
TXN-004792,CUST-00150,101.35,2025-07-23,East
TXN-001176,CUST-00478,113.41,2025-12-06,East
TXN-002840,CUST-00095,37.42,2025-09-30,Central
TXN-003531,CUST-00476,18.39,2025-12-21,North
TXN-002147,CUST-00354,891.95,2024-04-06,South
TXN-004126,CUST-00066,82.09,2024-05-29,South
TXN-004058,CUST-00214,167.28,2025-10-20,South
TXN-003794,CUST-00047,488.94,2025-11-04,Central
TXN-004404,CUST-00055,102.95,2025-01-22,West
TXN-003034,CUST-00344,415.22,2025-01-06,East
TXN-001434,CUST-00154,78.70,2025-07-15,Central
TXN-000395,CUST-97295,239.77,2024-11-19,Central
TXN-001853,CUST-00345,90.95,2025-10-20,East
TXN-000055,CUST-395,19.56,2024-05-16,North
TXN-003724,CUST-00279,87.41,2024-11-09,North
TXN-000512,cust-00190,251.84,2024-01-31,West
TXN-001367,CUST-00043,352.79,2025-05-12,West
TXN-001438,CUST-00288,28.76,2025-05-01,North
TXN-001243,CUST-00264,26.18,2025-07-22,Central
TXN-002428,CUST-00310,1212.60,13/01/2024,Central
TXN-001682,CUST-00345,243.89,2024-11-21,East
TXN-003757,CUST-00083,779.69 USD,2024-10-20,Central
TXN-004107,CUST-00111,76.88,2024-04-22,Central
TXN-004685,CUST-00468,79.83,2024-03-08,East
TXN-000764,CUST-00371,196.17,2024-01-25,North
TXN-000840,CUST-00500,105.44,2024-06-03,East
TXN-002708,CUST-00444,224.50,2024-03-06,West
TXN-001904,CUST-00389,112.01,2024-05-16,West
TXN-004686,cust-00379,240.69,2025-10-18,East
TXN-001498,CUST-00341,-127.63,2024-08-10,South
TXN-000495,CUST-00273,996.30,2024-07-04,East
TXN-002103,CUST-00239,81.03,2025-07-18,North
TXN-002093,CUST-00024,518.45,2024-12-02,East
TXN-002908,CUST-00235,84.87,2025-08-07,North
TXN-001906,CUST-00116,1182.46,2024-01-28,East
TXN-001610,CUST-00066,36.06,2024-02-10,South
TXN-003857,CUST-00122,255.12,2024-08-29,West
TXN-004964,CUST-00453,262.81,2025-10-28,West
TXN-002395,CUST-00299,51.62,2024-10-31,West
TXN-002948,cust-00078,40.59,2024-06-06,Central
TXN-002282,CUST-00233,22.21,2024-12-03,South
TXN-002018,CUST-00255,115.73,2024-08-18,East
TXN-002842,CUST-00414,177.09,2024-11-25,North
